Číslo závady,EC_SVE,EČ objektu,Katastr,Ulice,Sektor závady,Rok závady,Datum nahlášení závady,Typ závady,Plánovaný termín opravy,Stav opravy,Způsob opravy,Datum opravy
869,S-0461-079,,Trnitá,KOLIŠTĚ,Brno - východ,2 016,1.5.2016,Z vypadený jistící prvek,8.5.2016,Definitivní,vypadený jistící prvek,2.5.2016
870,S-1256-088,Z-545,Jundrov,VESLAŘSKÁ,Brno - západ,2 016,1.5.2016,Z vypadený jistící prvek,8.5.2016,Definitivní,vypadený jistící prvek,1.5.2016
871,S-0270-023,,Lesná,HELENY MALÍŘOVÉ,Brno - východ,2 016,2.5.2016,"Z vypnuta regulace, viz.poznámka",9.5.2016,Definitivní,vypadený jistící prvek,2.5.2016
872,S-0117-009,R-0117-002,Maloměřice,CACOVICE,Brno - východ,2 016,2.5.2016,R poškozen,9.5.2016,Definitivní,R oprava RS,3.5.2016
873,S-1256-174,Z-545,Jundrov,VESLAŘSKÁ,Brno - západ,2 016,2.5.2016,Z vypadený jistící prvek,9.5.2016,Definitivní,vypadený jistící prvek,2.5.2016
874,S-0270-023,Z-117,Lesná,HELENY MALÍŘOVÉ,Brno - východ,2 016,2.5.2016,Z zapnout BP - porucha stabilizace,2.5.2016,Definitivní,vypadený jistící prvek,2.5.2016
875,S-0250-031,Z-111,Lesná,HALASOVO NÁMĚSTÍ,Brno - východ,2 016,3.5.2016,"Z vypnuta regulace, viz.poznámka",10.5.2016,Definitivní,při kontrole vše v pořádku,4.5.2016
876,S-1309-012,Z-552,Štýřice,VÍDEŇSKÁ,Brno - západ,2 016,3.5.2016,Z vypadený jistící prvek,10.5.2016,Definitivní,neopraveno,3.5.2016
877,S-1433-003,Z-478,Židenice,ŠEDOVA,Brno - východ,2 016,3.5.2016,Z zapnulo před časem zapnutí,10.5.2016,Definitivní,při kontrole vše v pořádku,4.5.2016
878,S-1586-125,,Město Brno,ŠPILBERK,Brno - východ,2 016,3.5.2016,S svítidlo-rozbité,10.5.2016,Definitivní,S oprava svítidla,4.5.2016
879,S-0929-001,,Brněnské Ivanovice,PÍSEČNÁ,Brno - východ,2 016,3.5.2016,S svítidlo-bliká,10.5.2016,Definitivní,S výměna světelného zdroje,4.5.2016
880,S-1000-008,,Medlánky,RYSOVA,Brno - západ,2 016,3.5.2016,S svítidlo-bliká,10.5.2016,Definitivní,S výměna světelného zdroje,4.5.2016
881,S-0779-035,,Nový Lískovec,OBLÁ,Brno - západ,2 016,3.5.2016,"dvířka-poškozena, chybí",10.5.2016,Definitivní,S montáž patice,4.5.2016
882,S-0757-030,,Město Brno,NÁDRAŽNÍ,Brno - východ,2 016,3.5.2016,S svítidlo-nesvítí,10.5.2016,Definitivní,S výměna světelného zdroje,4.5.2016
883,S-0270-023,Z-117,Lesná,HELENY MALÍŘOVÉ,Brno - východ,2 016,4.5.2016,Z zapnout BP - porucha stabilizace,4.5.2016,Definitivní,jiná závada,16.5.2016
884,S-0492-121,,Veveří,KOUNICOVA,Brno - východ,2 016,4.5.2016,viz. poznámka,11.5.2016,Definitivní,oprava zničeného VO,5.5.2016
885,S-0843-003,,Jundrov,PIVOŇKOVA,Brno - západ,2 016,4.5.2016,"S patice-poškozena, chybí",11.5.2016,Definitivní,S montáž patice,5.5.2016
886,S-0026-020,,Stránice,BARVIČOVA,Brno - západ,2 016,4.5.2016,"dvířka-poškozena, chybí",11.5.2016,Definitivní,S montáž dvířek,4.5.2016
887,S-0250-036,Z-111,Lesná,HALASOVO NÁMĚSTÍ,Brno - východ,2 016,4.5.2016,"Z vypnuta regulace, viz.poznámka",11.5.2016,Definitivní,Z regulace zapnuta,5.5.2016
889,S-1471-048,Z-488,Bohunice,ŠVERMOVA,Brno - západ,2 016,4.5.2016,Z výpadek přívodního napájení,11.5.2016,Definitivní,Z obnovení dodávky el. energie,5.5.2016
890,S-0682-001,Z-300,Bohunice,MOLDAVSKÁ,Brno - západ,2 016,5.5.2016,Z výpadek přívodního napájení,12.5.2016,Definitivní,Z obnovení dodávky el. energie,5.5.2016
891,S-0741-027,Z-324,Bohunice,NEUŽILOVA,Brno - západ,2 016,5.5.2016,Z nekomunikuje,12.5.2016,Definitivní,Z obnovena komunikace RACOM,5.5.2016
892,S-1416-003,Z-065,Slatina,ČERNOVIČKY,Brno - východ,2 016,5.5.2016,Z zapnulo před časem zapnutí,12.5.2016,Definitivní,jiná závada,5.5.2016
893,S-1586-128,,Město Brno,ŠPILBERK,Brno - východ,2 016,5.5.2016,S svítidlo-rozbité,12.5.2016,Definitivní,S oprava svítidla,6.5.2016
894,S-0039-014,Z-024,Město Brno,BENEŠOVA,Brno - východ,2 016,5.5.2016,Z nekomunikuje,12.5.2016,Definitivní,Z výměna rádiomodemu,6.5.2016
895,S-0958-013,R-0958-002,Líšeň,RAŠELINOVÁ,Brno - východ,2 016,5.5.2016,"dvířka-poškozena, chybí",12.5.2016,Definitivní,R oprava dvířek,5.5.2016
896,S-1194-020,Z-507,Černá Pole,TŘÍDA KAPITÁNA JAROŠE,Brno - východ,2 016,5.5.2016,Z vypadený jistící prvek,12.5.2016,Definitivní,oprava kabelu,30.6.2016
897,S-0580-020,,Černá Pole,LESNICKÁ,Brno - východ,2 016,5.5.2016,S svítidlo-bliká,12.5.2016,Definitivní,S výměna světelného zdroje,6.5.2016
898,S-0250-032,Z-111,Lesná,HALASOVO NÁMĚSTÍ,Brno - východ,2 016,6.5.2016,"Z vypnuta regulace, viz.poznámka",13.5.2016,Definitivní,Z regulace vyměněna,6.5.2016
899,S-0584-112,Z-266,Kohoutovice,LIBUŠINA TŘÍDA,Brno - západ,2 016,6.5.2016,Z porucha regulace,13.5.2016,Definitivní,Z regulace vyměněna,6.5.2016
900,S-0594-048,,Lesná,LOOSOVA,Brno - východ,2 016,6.5.2016,S svítidlo-rozbité,13.5.2016,Definitivní,S oprava svítidla,9.5.2016
901,S-1609-023,,Komárov,ČERNOVICKÉ NÁBŘEŽÍ,Brno - východ,2 016,6.5.2016,S stožár-poškozen,13.5.2016,Definitivní,S výměna svítidla,9.5.2016
902,S-1283-072,Z-573,Žabovřesky,VORONĚŽSKÁ,Brno - západ,2 016,6.5.2016,Z porucha sign. přív. napětí,13.5.2016,Definitivní,Z výměna zdroje,6.5.2016
903,S-0667-012,Z-292,Slatina,MIKULČICKÁ,Brno - východ,2 016,6.5.2016,Z vybitá záložní baterie,13.5.2016,Definitivní,jiná závada,9.5.2016
904,S-0584-114,Z-266,Kohoutovice,LIBUŠINA TŘÍDA,Brno - západ,2 016,7.5.2016,Z porucha regulace,14.5.2016,Definitivní,Z regulace vyměněna,9.5.2016
905,S-1219-069,Z-300,Bohunice,UKRAJINSKÁ,Brno - západ,2 016,7.5.2016,Z vybitá záložní baterie,14.5.2016,Definitivní,jiná závada,9.5.2016
906,S-1694-026,,Štýřice,ŠTÝŘICKÉ NÁBŘEŽÍ,Brno - východ,2 016,7.5.2016,S svítidlo-nesvítí,14.5.2016,Definitivní,S výměna světelného zdroje,9.5.2016
907,S-1112-029,Z-468,Slatina,STRÁŽNICKÁ,Brno - východ,2 016,7.5.2016,Z vybitá záložní baterie,14.5.2016,Definitivní,jiná závada,9.5.2016
908,S-0831-017,,Staré Brno,PELLICOVA,Brno - východ,2 016,7.5.2016,S svítidlo-nesvítí,14.5.2016,Definitivní,S výměna svorkovnice,9.5.2016
909,S-0308-049,Z-145,Žabovřesky,HRADECKÁ,Brno - západ,2 016,8.5.2016,Z porucha regulace,15.5.2016,Definitivní,při kontrole vše v pořádku,9.5.2016
910,S-1006-001,Z-446,Žabovřesky,SABINOVA,Brno - západ,2 016,8.5.2016,Z vybitá záložní baterie,15.5.2016,Definitivní,jiná závada,9.5.2016
911,S-1471-037,,Bohunice,ŠVERMOVA,Brno - západ,2 016,8.5.2016,viz. poznámka,15.5.2016,Definitivní,havárie,9.5.2016
912,S-1697-001,,Královo Pole,ČERNÍKOVA,Brno - východ,2 016,8.5.2016,S svítidlo-bliká,15.5.2016,Definitivní,S výměna světelného zdroje,9.5.2016
913,S-0125-082,,Černovice,CHARBULOVA,Brno - východ,2 016,8.5.2016,S stožár-poškozen,15.5.2016,Definitivní,S výměna stožáru,30.5.2016
914,S-0687-067,Z-303,Město Brno,MORAVSKÉ NÁMĚSTÍ,Brno - východ,2 016,8.5.2016,Z nelze odečíst napětí,15.5.2016,Definitivní,jiná závada,13.5.2016
915,S-0637-008,R-0637-005,Město Brno,MASARYKOVA,Brno - východ,2 016,8.5.2016,S svítidlo-nesvítí,15.5.2016,Definitivní,při kontrole vše v pořádku,9.5.2016
916,S-1442-044,,Líšeň,ŠIMÁČKOVA,Brno - východ,2 016,9.5.2016,viz. poznámka,16.5.2016,Definitivní,S výměna svítidla,11.5.2016
917,S-0167-014,,Židenice,DOŠLÍKOVA,Brno - východ,2 016,10.5.2016,S svítidlo-bliká,17.5.2016,Definitivní,S výměna světelného zdroje,11.5.2016
918,S-0667-010,Z-292,Slatina,MIKULČICKÁ,Brno - východ,2 016,10.5.2016,Z vybitá záložní baterie,17.5.2016,Definitivní,Z výměna baterie,11.5.2016
919,S-0533-001,,Královo Pole,KUBEŠOVA,Brno - západ,2 016,10.5.2016,S svítidlo-bliká,17.5.2016,Definitivní,S výměna světelného zdroje,11.5.2016
920,S-0667-010,Z-292,Slatina,MIKULČICKÁ,Brno - východ,2 016,10.5.2016,Z vypadený jistící prvek,17.5.2016,Definitivní,jiná závada,10.5.2016
921,S-0584-114,Z-266,Kohoutovice,LIBUŠINA TŘÍDA,Brno - západ,2 016,11.5.2016,"Z vypnuta regulace, viz.poznámka",18.5.2016,Definitivní,jiná závada,11.5.2016
922,S-0308-050,Z-145,Žabovřesky,HRADECKÁ,Brno - západ,2 016,11.5.2016,"Z vypnuta regulace, viz.poznámka",18.5.2016,Definitivní,jiná závada,11.5.2016
923,S-0757-055,,Město Brno,NÁDRAŽNÍ,Brno - východ,2 016,11.5.2016,S svítidlo-nesvítí,18.5.2016,Provizorní,neopraveno,11.5.2016
924,S-0580-009,R-1280-001,Černá Pole,LESNICKÁ,Brno - východ,2 016,11.5.2016,"dvířka-poškozena, chybí",18.5.2016,Definitivní,S montáž dvířek,11.5.2016
925,S-0682-001,Z-300,Bohunice,MOLDAVSKÁ,Brno - západ,2 016,11.5.2016,Z vybitá záložní baterie,18.5.2016,Definitivní,Z výměna baterie,12.5.2016
926,S-0725-018,,Bohunice,NA PÍSKOVÉ CESTĚ,Brno - západ,2 016,11.5.2016,S stožár-poškozen,18.5.2016,Definitivní,havárie,11.5.2016
927,S-0786-046,,Bohunice,OKROUHLÁ,Brno - západ,2 016,11.5.2016,S svítidlo-bliká,18.5.2016,Definitivní,S výměna světelného zdroje,12.5.2016
928,S-1371-030,,Zábrdovice,ZÁBRDOVICKÁ,Brno - východ,2 016,11.5.2016,S stožár-poškozen,18.5.2016,Definitivní,neopraveno,12.5.2016
929,S-1006-003,Z-446,Žabovřesky,SABINOVA,Brno - západ,2 016,11.5.2016,Z vybitá záložní baterie,18.5.2016,Definitivní,Z výměna baterie,12.5.2016
930,S-1714-183,R-1714-020,Slatina,OSTRAVSKÁ,Brno - východ,2 016,11.5.2016,"Z vypnuta regulace, porucha síťě",18.5.2016,Provizorní,kabelová porucha,11.5.2016
931,S-0831-043,,Staré Brno,PELLICOVA,Brno - východ,2 016,11.5.2016,"dvířka-poškozena, chybí",18.5.2016,Definitivní,při kontrole vše v pořádku,11.5.2016
932,S-1511-001,Z-055,Obřany,CIHELNÍ,Brno - východ,2 016,11.5.2016,Z vybitá záložní baterie,18.5.2016,Definitivní,jiná závada,12.5.2016
933,S-0667-013,Z-292,Slatina,MIKULČICKÁ,Brno - východ,2 016,11.5.2016,Z vypadený jistící prvek,18.5.2016,Definitivní,při kontrole vše v pořádku,12.5.2016
934,S-1714-185,Z-356,Slatina,OSTRAVSKÁ,Brno - východ,2 016,11.5.2016,Z vypadený jistící prvek,18.5.2016,Definitivní,vypadený jistící prvek,12.5.2016
935,S-1699-008,,Obřany,FANTOVA,Brno - východ,2 016,11.5.2016,S svítidlo-nesvítí,18.5.2016,Definitivní,S oprava svítidla,12.5.2016
936,S-1699-003,,Obřany,FANTOVA,Brno - východ,2 016,11.5.2016,S svítidlo-nesvítí,18.5.2016,Definitivní,S oprava svítidla,12.5.2016
937,S-0308-048,Z-145,Žabovřesky,HRADECKÁ,Brno - západ,2 016,11.5.2016,"Z vypnuta regulace, viz.poznámka",18.5.2016,Definitivní,Z regulace seřízena,12.5.2016
938,S-0608-044,,Bohunice,LÁNY,Brno - západ,2 016,11.5.2016,"dvířka-poškozena, chybí",18.5.2016,Definitivní,S montáž dvířek,13.5.2016
939,S-0887-007,Z-407,Komárov,POMPOVA,Brno - východ,2 016,12.5.2016,SO nekomunikuje čip,19.5.2016,Definitivní,jiná závada,12.5.2016
940,S-0577-001,,Jehnice,LELEKOVICKÁ,Brno - západ,2 016,12.5.2016,S stožár-poškozen,19.5.2016,Definitivní,jiná závada,28.7.2016
941,S-0963-102,,Štýřice,RENNESKÁ TŘÍDA,Brno - západ,2 016,12.5.2016,S svítidlo-rozbité,19.5.2016,Definitivní,S výměna svítidla,12.5.2016
942,S-0059-035,Z-031,Horní Heršpice,BOHUNICKÁ,Brno - západ,2 016,12.5.2016,"Z vypnuta regulace, viz.poznámka",19.5.2016,Definitivní,jiná závada,13.5.2016
943,S-0059-044,Z-031,Horní Heršpice,BOHUNICKÁ,Brno - západ,2 016,13.5.2016,"Z vypnuta regulace, porucha síťě",20.5.2016,Definitivní,Z regulace zapnuta,7.6.2016
944,S-0059-045,Z-031,Horní Heršpice,BOHUNICKÁ,Brno - západ,2 016,13.5.2016,R poškozen,20.5.2016,Definitivní,havárie,3.6.2016
945,S-0789-184,Z-340,Černovice,OLOMOUCKÁ,Brno - východ,2 016,13.5.2016,"Z vypnuta regulace, viz.poznámka",20.5.2016,Definitivní,Z regulace seřízena,16.5.2016
946,S-0045-016,Z-025,Černá Pole,BIEBLOVA,Brno - východ,2 016,14.5.2016,Z porucha regulace,21.5.2016,Definitivní,Z regulace vyměněna,16.5.2016
947,S-0890-013,,Líšeň,POPELÁKOVA,Brno - východ,2 016,14.5.2016,"nesvítí celá ulice, oblast",21.5.2016,Definitivní,vandalizmus,14.5.2016
948,S-0682-002,Z-300,Bohunice,MOLDAVSKÁ,Brno - západ,2 016,14.5.2016,Z vybitá záložní baterie,21.5.2016,Definitivní,Z výměna baterie,16.5.2016
949,S-0489-045,,Veveří,KOTLÁŘSKÁ,Brno - východ,2 016,14.5.2016,S svítidlo-nesvítí,21.5.2016,Definitivní,S výměna světelného zdroje,18.5.2016
950,S-1136-049,,Nový Lískovec,SVÁŽNÁ,Brno - západ,2 016,15.5.2016,"dvířka-poškozena, chybí",22.5.2016,Definitivní,S oprava patice,16.5.2016
951,S-0782-004,Z-335,Maloměřice,OBŘANSKÁ,Brno - východ,2 016,16.5.2016,Z vybitá PLC baterie,23.5.2016,Definitivní,Z výměna baterie,16.5.2016
952,S-1316-001,Z-582,Bystrc,VÝHON,Brno - západ,2 016,16.5.2016,Z porucha proudového snímače,23.5.2016,Definitivní,Z výměna proudového snímače,16.5.2016
953,S-0314-001,Z-151,Pisárky,HROZNOVÁ,Brno - západ,2 016,16.5.2016,Z nekomunikuje,23.5.2016,Definitivní,Z obnovena komunikace RACOM,16.5.2016
954,S-0841-022,Z-374,Pisárky,PISÁRECKÁ,Brno - západ,2 016,16.5.2016,Z vybitá PLC baterie,23.5.2016,Definitivní,Z výměna baterie,16.5.2016
955,S-0850-001,,Jehnice,PLÁSTKY,Brno - západ,2 016,16.5.2016,S svítidlo-nesvítí,23.5.2016,Definitivní,S výměna světelného zdroje,17.5.2016
956,S-0271-004,,Černá Pole,HELFERTOVA,Brno - východ,2 016,16.5.2016,S svítidlo-bliká,23.5.2016,Definitivní,S výměna světelného zdroje,19.5.2016
957,S-1973-002,,Medlánky,ZA PARKEM,Brno - západ,2 016,16.5.2016,S svítidlo-nesvítí,23.5.2016,Definitivní,S oprava svítidla,17.5.2016
958,S-0786-009,,Bohunice,OKROUHLÁ,Brno - západ,2 016,16.5.2016,"S patice-poškozena, chybí",23.5.2016,Definitivní,S montáž patice,18.5.2016
959,S-0786-010,,Bohunice,OKROUHLÁ,Brno - západ,2 016,16.5.2016,"dvířka-poškozena, chybí",23.5.2016,Definitivní,S montáž dvířek,17.5.2016
960,S-0584-173,Z-267,Kohoutovice,LIBUŠINA TŘÍDA,Brno - západ,2 016,16.5.2016,Z vypadený jistící prvek,23.5.2016,Definitivní,jiná závada,17.5.2016
961,S-0654-108,,Černá Pole,MERHAUTOVA,Brno - východ,2 016,16.5.2016,S stožár-poškozen,23.5.2016,Definitivní,S montáž patice,18.5.2016
962,S-0584-173,Z-267,Kohoutovice,LIBUŠINA TŘÍDA,Brno - západ,2 016,16.5.2016,"Z vypnuta regulace, viz.poznámka",23.5.2016,Definitivní,Z regulace vyměněna,17.5.2016
963,S-0884-002,Z-406,Líšeň,POLÁČKOVA,Brno - východ,2 016,16.5.2016,Z vypadený jistící prvek,23.5.2016,Definitivní,vypadený jistící prvek,17.5.2016
964,S-0579-005,Z-261,Stránice,LERCHOVA,Brno - západ,2 016,16.5.2016,Z porucha proudového snímače,23.5.2016,Definitivní,při kontrole vše v pořádku,17.5.2016
965,S-1270-031,,Starý Lískovec,VLTAVSKÁ,Brno - západ,2 016,17.5.2016,kabelová porucha,24.5.2016,Definitivní,neopraveno,17.5.2016
966,S-0584-173,Z-267,Kohoutovice,LIBUŠINA TŘÍDA,Brno - západ,2 016,17.5.2016,"Z vypnuta regulace, porucha síťě",24.5.2016,Definitivní,Z regulace zapnuta,19.5.2016
967,S-0030-001,Z-017,Kohoutovice,BAŠNÉHO,Brno - západ,2 016,17.5.2016,Z vypadený jistící prvek,24.5.2016,Definitivní,vypadený jistící prvek,18.5.2016
968,S-1253-011,,Husovice,VENHUDOVA,Brno - východ,2 016,17.5.2016,S svítidlo-nesvítí,24.5.2016,Definitivní,S výměna světelného zdroje,19.5.2016
969,S-0313-006,,Židenice,HROMÁDKOVA,Brno - východ,2 016,17.5.2016,"nesvítí celá ulice, oblast",24.5.2016,Provizorní,kabelová porucha 3,18.5.2016
970,S-1256-224,Z-609,Komín,VESLAŘSKÁ,Brno - západ,2 016,18.5.2016,"nesvítí celá ulice, oblast",25.5.2016,Definitivní,přepojení sítě,20.5.2016
971,S-1199-002,,Chrlice,U DRÁHY,Brno - východ,2 016,18.5.2016,S svítidlo-bliká,25.5.2016,Definitivní,S výměna světelného zdroje,18.5.2016
972,S-1600-002,,Staré Brno,VODNÍ,Brno - východ,2 016,18.5.2016,S svítidlo-nesvítí,25.5.2016,Definitivní,oprava kabelu,30.5.2016
973,S-0679-004,,Královo Pole,MOJMÍROVO NÁMĚSTÍ,Brno - západ,2 016,18.5.2016,"S patice-poškozena, chybí",25.5.2016,Definitivní,S montáž patice,20.5.2016
974,S-0030-001,Z-017,Kohoutovice,BAŠNÉHO,Brno - západ,2 016,18.5.2016,Z vypadený jistící prvek,25.5.2016,Provizorní,kabelová porucha 2,19.5.2016
975,S-0075-031,Z-033,Židenice,BOŘETICKÁ,Brno - východ,2 016,18.5.2016,Z vypadený jistící prvek,25.5.2016,Definitivní,jiná závada,30.11.2016
976,S-1247-078,Z-091,Bystrc,VEJROSTOVA,Brno - západ,2 016,19.5.2016,Z zapnulo před časem zapnutí,26.5.2016,Definitivní,při kontrole vše v pořádku,19.5.2016
977,S-0030-001,Z-017,Kohoutovice,BAŠNÉHO,Brno - západ,2 016,19.5.2016,Z zapnout BP - porucha stabilizace,19.5.2016,Definitivní,Z regulace zapnuta,20.5.2016
978,S-0172-045,,Jundrov,DUBOVÁ,Brno - západ,2 016,19.5.2016,"dvířka-poškozena, chybí",26.5.2016,Definitivní,S montáž dvířek,19.5.2016
979,S-1013-005,,Líšeň,SAMOTY,Brno - východ,2 016,19.5.2016,S svítidlo-nesvítí,26.5.2016,Definitivní,S výměna světelného zdroje,20.5.2016
980,S-1511-002,Z-055,Obřany,CIHELNÍ,Brno - východ,2 016,19.5.2016,Z vybitá záložní baterie,26.5.2016,Definitivní,Z výměna baterie,26.5.2016
981,S-1604-008,,Město Brno,ZA DIVADLEM,Brno - východ,2 016,19.5.2016,S svítidlo-bliká,26.5.2016,Definitivní,při kontrole vše v pořádku,20.5.2016
982,S-0220-015,,Zábrdovice,FRANCOUZSKÁ,Brno - východ,2 016,20.5.2016,S svítidlo-nesvítí,27.5.2016,Definitivní,S výměna světelného zdroje,23.5.2016
983,S-0202-014,,Bystrc,EČEROVA,Brno - západ,2 016,23.5.2016,"dvířka-poškozena, chybí",30.5.2016,Definitivní,S montáž dvířek,23.5.2016
984,S-0654-125,Z-289,Černá Pole,MERHAUTOVA,Brno - východ,2 016,23.5.2016,Z vypadený jistící prvek,30.5.2016,Definitivní,vypadený jistící prvek,23.5.2016
985,S-0980-017,,Husovice,ROTALOVA,Brno - východ,2 016,23.5.2016,S svítidlo-nesvítí,30.5.2016,Definitivní,S oprava svítidla,23.5.2016
986,S-0961-059,Z-430,Chrlice,REBEŠOVICKÁ,Brno - východ,2 016,23.5.2016,Z vypadený jistící prvek,30.5.2016,Provizorní,kabelová porucha 2,24.5.2016
987,S-1511-001,Z-055,Obřany,CIHELNÍ,Brno - východ,2 016,23.5.2016,SO nesvítí dle scénáře,30.5.2016,Definitivní,jiná závada,23.5.2016
988,S-1415-085,,Černovice,ČERNOVICKÁ,Brno - východ,2 016,23.5.2016,S stožár-poškozen,30.5.2016,Provizorní,havárie,23.5.2016
989,S-1090-003,,Chrlice,SPÁDOVÁ,Brno - východ,2 016,23.5.2016,S svítidlo-nesvítí,30.5.2016,Definitivní,S výměna světelného zdroje,23.5.2016
990,S-0802-016,,Město Brno,ORLÍ,Brno - východ,2 016,23.5.2016,S svítidlo-nesvítí,30.5.2016,Definitivní,S výměna světelného zdroje,23.5.2016
991,S-1352-019,,Město Brno,ZELNÝ TRH,Brno - východ,2 016,23.5.2016,S svítidlo-nesvítí,30.5.2016,Definitivní,S výměna světelného zdroje,23.5.2016
992,S-0295-009,,Veveří,HOPPOVA,Brno - západ,2 016,23.5.2016,"dvířka-poškozena, chybí",30.5.2016,Definitivní,S montáž patice,24.5.2016
993,S-1185-004,,Královo Pole,TYRŠOVA,Brno - západ,2 016,23.5.2016,S svítidlo-bliká,30.5.2016,Definitivní,S výměna světelného zdroje,24.5.2016
994,S-0565-001,Z-243,Staré Brno,KŘÍDLOVICKÁ,Brno - východ,2 016,23.5.2016,Z vybitá záložní baterie,30.5.2016,Definitivní,jiná závada,24.5.2016
995,S-0943-010,,Zábrdovice,PŘÍKOP,Brno - východ,2 016,23.5.2016,"dvířka-poškozena, chybí",30.5.2016,Definitivní,S oprava patice,23.5.2016
996,S-0571-044,Z-258,Slatina,LANGROVA,Brno - východ,2 016,23.5.2016,Z vybitá záložní baterie,30.5.2016,Definitivní,Z výměna baterie,24.5.2016
997,S-1293-023,,Žabovřesky,VRÁZOVA,Brno - západ,2 016,23.5.2016,"S patice-poškozena, chybí",30.5.2016,Definitivní,S montáž patice,24.5.2016
998,S-0652-062,,Staré Brno,MENDLOVO NÁMĚSTÍ,Brno - západ,2 016,23.5.2016,viz. poznámka,30.5.2016,Definitivní,S výměna svorkovnice,24.5.2016
999,S-0584-173,Z-267,Kohoutovice,LIBUŠINA TŘÍDA,Brno - západ,2 016,23.5.2016,"Z vypnuta regulace, viz.poznámka",30.5.2016,Definitivní,jiná závada,24.5.2016
1 000,S-1536-121,Z-216,Komín,KNÍNIČSKÁ,Brno - západ,2 016,24.5.2016,Z porucha regulace,31.5.2016,Definitivní,Z výměna el. výzbroje,24.5.2016
1 001,S-0327-035,Z-153,Slatina,HVIEZDOSLAVOVA,Brno - východ,2 016,24.5.2016,Z porucha regulace,31.5.2016,Definitivní,Z výměna el. výzbroje,24.5.2016
1 002,S-1082-004,,Jehnice,SOUSEDNÍ,Brno - západ,2 016,24.5.2016,S svítidlo-nesvítí,31.5.2016,Definitivní,S výměna světelného zdroje,25.5.2016
1 003,S-0426-041,,Maloměřice,KARLOVA,Brno - východ,2 016,24.5.2016,S svítidlo-nesvítí,31.5.2016,Definitivní,oprava kabelu,25.5.2016
1 004,S-1478-073,,Veveří,ÚDOLNÍ,Brno - západ,2 016,24.5.2016,S stožár-poškozen,31.5.2016,Definitivní,S výměna svítidla,25.5.2016
1 005,S-0761-018,,Černá Pole,NÁM. 28. ŘÍJNA,Brno - východ,2 016,24.5.2016,"dvířka-poškozena, chybí",31.5.2016,Definitivní,S montáž dvířek,24.5.2016
1 006,S-0583-006,,Řečkovice,LETOVICKÁ,Brno - západ,2 016,24.5.2016,S svítidlo-nesvítí,31.5.2016,Definitivní,S výměna poj. kompletu,25.5.2016
1 007,S-1485-036,Z-531,Stránice,ÚVOZ,Brno - východ,2 016,24.5.2016,Z zapnout BP - porucha stabilizace,24.5.2016,Definitivní,vypadený jistící prvek,24.5.2016
1 008,S-1296-010,Z-580,Bohunice,VYHLÍDALOVA,Brno - západ,2 016,24.5.2016,Z vypadený jistící prvek,31.5.2016,Definitivní,vypadený jistící prvek,24.5.2016
1 009,S-1027-006,R-1027-004,Řečkovice,SIBIŘSKÁ,Brno - západ,2 016,24.5.2016,S svítidlo-bliká,31.5.2016,Definitivní,S výměna světelného zdroje,25.5.2016
1 010,S-0394-037,Z-195,Lesná,JURKOVIČOVA,Brno - východ,2 016,25.5.2016,Z zapnulo před časem zapnutí,1.6.2016,Definitivní,jiná závada,25.5.2016
1 011,S-0826-044,Z-365,Kohoutovice,PAVLOVSKÁ,Brno - západ,2 016,25.5.2016,Z vybitá záložní baterie,1.6.2016,Definitivní,Z výměna baterie,26.5.2016
